id,subconjunto,question_type,medical_task,body_system,chars,words,chars_full,words_full,tok_cl100k,tok_cl100k_full,tok_qwen,tok_qwen_full
Text-290,Text,Understanding,Treatment,Skeletal,1302,184,1725,237,318,432,329,443
Text-291,Text,Reasoning,Diagnosis,Cardiovascular,1352,205,1704,252,313,410,318,415
Text-292,Text,Reasoning,Diagnosis,Cardiovascular,1265,179,1679,234,300,409,307,417
Text-293,Text,Reasoning,Treatment,Respiratory,1550,216,1987,277,368,490,372,494
Text-294,Text,Reasoning,Treatment,Nervous,1140,165,1592,225,235,333,235,333
Text-295,Text,Reasoning,Treatment,Cardiovascular,1452,202,1779,245,345,447,355,457
Text-296,Text,Reasoning,Diagnosis,Cardiovascular,1338,196,1912,278,346,481,369,504
Text-297,Text,Reasoning,Diagnosis,Nervous,1319,195,1758,250,317,438,326,447
Text-298,Text,Understanding,Basic Science,Skeletal,821,113,1122,153,172,252,173,253
Text-299,Text,Reasoning,Diagnosis,Nervous,766,111,1314,195,162,287,162,287
Text-300,Text,Reasoning,Treatment,Reproductive,1822,274,2744,409,395,590,403,601
Text-301,Text,Reasoning,Diagnosis,Digestive,1584,274,2095,373,413,570,428,585
Text-302,Text,Reasoning,Diagnosis,Urinary,1037,154,1273,189,257,331,262,336
Text-303,Text,Reasoning,Diagnosis,Cardiovascular,1353,194,1698,237,381,469,407,495
Text-304,Text,Understanding,Basic Science,Nervous,381,57,607,91,98,169,98,169
Text-305,Text,Reasoning,Diagnosis,Endocrine,3517,561,4162,658,930,1082,967,1122
Text-306,Text,Reasoning,Diagnosis,Reproductive,1519,221,2000,287,431,589,445,603
Text-307,Text,Reasoning,Diagnosis,Reproductive,1270,174,1714,235,296,417,303,424
Text-308,Text,Reasoning,Diagnosis,Skeletal,1273,204,1903,306,266,406,267,407
Text-309,Text,Reasoning,Basic Science,Respiratory,1089,174,1229,204,307,397,330,430
Text-310,Text,Reasoning,Diagnosis,Skeletal,617,100,707,120,165,223,169,227
Text-311,Text,Reasoning,Treatment,Cardiovascular,578,79,884,117,141,228,144,231
Text-312,Text,Reasoning,Diagnosis,Lymphatic,1342,201,1969,298,263,397,266,402
Text-313,Text,Reasoning,Treatment,Muscular,1198,190,1858,307,267,429,269,431
Text-314,Text,Reasoning,Diagnosis,Respiratory,1594,262,1875,302,461,547,485,571
Text-315,Text,Understanding,Diagnosis,Digestive,943,152,1222,200,240,331,248,339
Text-316,Text,Reasoning,Basic Science,Other / NA,701,116,772,136,176,226,188,249
Text-317,Text,Understanding,Diagnosis,Reproductive,1157,169,1419,206,269,355,277,363
Text-318,Text,Reasoning,Treatment,Nervous,1362,212,1731,258,395,547,406,558
Text-319,Text,Reasoning,Basic Science,Cardiovascular,818,122,1216,180,178,268,183,273
Text-320,Text,Understanding,Basic Science,Cardiovascular,545,74,834,114,116,185,117,186
Text-321,Text,Reasoning,Diagnosis,Urinary,849,114,1252,166,191,293,192,294
Text-322,Text,Reasoning,Diagnosis,Respiratory,1561,201,2323,301,304,453,307,457
Text-323,Text,Reasoning,Treatment,Respiratory,1135,163,1497,213,297,446,299,448
Text-324,Text,Reasoning,Treatment,Nervous,1512,217,2217,314,324,496,325,497
Text-325,Text,Understanding,Diagnosis,Digestive,1004,172,1269,218,249,334,258,344
Text-326,Text,Reasoning,Diagnosis,Muscular,755,113,1041,153,179,270,180,271
Text-327,Text,Reasoning,Treatment,Reproductive,1103,150,1405,189,269,362,278,371
Text-328,Text,Reasoning,Diagnosis,Respiratory,1189,188,1466,231,286,362,298,374
Text-329,Text,Reasoning,Basic Science,Nervous,809,110,978,135,171,232,172,233
Text-330,Text,Reasoning,Diagnosis,Nervous,824,119,1120,161,186,266,193,273
Text-331,Text,Understanding,Basic Science,Digestive,1103,151,1539,203,259,373,268,382
Text-332,Text,Reasoning,Treatment,Nervous,1032,146,1398,196,234,338,236,340
Text-333,Text,Reasoning,Basic Science,Muscular,549,76,809,112,135,219,136,220
Text-334,Text,Understanding,Diagnosis,Nervous,1213,189,1504,240,269,351,271,353
Text-335,Text,Understanding,Treatment,Cardiovascular,1240,212,1387,240,340,401,363,426
Text-336,Text,Reasoning,Diagnosis,Skeletal,684,107,824,137,203,302,204,303
Text-337,Text,Understanding,Basic Science,Digestive,501,70,692,99,128,201,128,201
Text-338,Text,Reasoning,Treatment,Nervous,1248,177,1487,209,291,369,299,377
Text-339,Text,Understanding,Treatment,Respiratory,926,126,1306,174,216,336,217,337
Text-340,Text,Reasoning,Diagnosis,Urinary,1516,226,2098,320,318,438,333,453
Text-341,Text,Understanding,Basic Science,Nervous,767,108,954,134,147,199,148,200
Text-342,Text,Reasoning,Diagnosis,Cardiovascular,1308,201,1877,292,316,474,325,483
Text-343,Text,Reasoning,Basic Science,Skeletal,747,108,1122,161,175,278,177,280
Text-344,Text,Understanding,Basic Science,Skeletal,411,61,624,95,105,168,105,168
Text-345,Text,Reasoning,Basic Science,Other / NA,731,110,891,137,158,212,161,215
Text-346,Text,Reasoning,Treatment,Skeletal,1129,192,1814,312,289,487,291,490
Text-347,Text,Reasoning,Treatment,Endocrine,1588,244,1863,288,422,514,435,529
Text-348,Text,Reasoning,Treatment,Nervous,2675,379,3455,474,559,728,562,731
Text-349,Text,Reasoning,Basic Science,Nervous,1249,181,1449,206,275,332,282,339
Text-350,Text,Understanding,Treatment,Digestive,1124,196,2105,376,332,635,349,669
Text-351,Text,Reasoning,Treatment,Skeletal,1008,139,1477,202,202,302,205,305
Text-352,Text,Reasoning,Diagnosis,Cardiovascular,1636,221,2135,284,404,522,427,545
Text-353,Text,Understanding,Diagnosis,Lymphatic,1235,192,1503,228,287,362,297,372
Text-354,Text,Reasoning,Treatment,Reproductive,762,98,1071,136,167,254,168,255
Text-355,Text,Understanding,Basic Science,Nervous,947,138,1667,247,177,316,177,316
Text-356,Text,Reasoning,Basic Science,Nervous,959,139,1286,181,233,323,240,330
Text-357,Text,Reasoning,Diagnosis,Respiratory,1312,197,1593,243,290,362,300,372
Text-358,Text,Reasoning,Diagnosis,Endocrine,1042,140,1320,175,233,319,241,327
Text-359,Text,Reasoning,Treatment,Reproductive,1237,182,1658,235,306,415,316,425
Text-360,Text,Reasoning,Treatment,Reproductive,1122,161,1385,197,247,320,255,328
Text-361,Text,Reasoning,Diagnosis,Respiratory,976,137,1385,193,232,346,235,349
Text-362,Text,Understanding,Basic Science,Digestive,1406,205,2348,343,303,492,310,502
Text-363,Text,Reasoning,Treatment,Cardiovascular,961,137,1278,181,225,312,237,326
Text-364,Text,Understanding,Treatment,Skeletal,656,98,1131,171,163,297,163,297
Text-365,Text,Reasoning,Diagnosis,Urinary,1155,169,1550,226,271,393,275,400
Text-366,Text,Reasoning,Treatment,Lymphatic,1058,153,1392,195,308,439,313,444
Text-367,Text,Reasoning,Treatment,Muscular,1263,199,1830,289,307,467,310,471
Text-368,Text,Reasoning,Diagnosis,Integumentary,1005,154,1256,192,252,332,260,340
Text-369,Text,Reasoning,Treatment,Urinary,905,135,1140,167,207,278,214,285
Text-370,Text,Reasoning,Treatment,Nervous,1319,199,1731,259,310,420,317,427
Text-371,Text,Understanding,Basic Science,Lymphatic,568,90,656,110,152,208,166,232
Text-372,Text,Understanding,Basic Science,Nervous,960,133,1254,176,208,280,216,288
Text-373,Text,Reasoning,Diagnosis,Skeletal,997,169,1117,199,284,363,292,371
Text-374,Text,Reasoning,Treatment,Urinary,1388,199,1555,219,420,495,440,515
Text-375,Text,Reasoning,Diagnosis,Digestive,1463,223,1893,284,354,473,365,484
Text-376,Text,Reasoning,Basic Science,Skeletal,268,47,344,67,107,173,108,174
Text-377,Text,Understanding,Basic Science,Skeletal,833,122,1450,213,161,279,161,279
Text-378,Text,Reasoning,Diagnosis,Reproductive,1008,141,1396,197,198,288,199,289
Text-379,Text,Reasoning,Diagnosis,Reproductive,1080,164,1461,222,237,331,239,333
Text-380,Text,Reasoning,Basic Science,Endocrine,1219,169,1751,231,300,456,306,462
Text-381,Text,Reasoning,Treatment,Cardiovascular,808,109,1076,141,201,285,205,289
Text-382,Text,Reasoning,Basic Science,Respiratory,691,103,935,141,157,229,159,231
Text-383,Text,Understanding,Diagnosis,Endocrine,1117,159,1762,244,235,381,236,382
Text-384,Text,Understanding,Basic Science,Respiratory,963,134,1476,206,199,310,202,313
Text-385,Text,Reasoning,Diagnosis,Respiratory,1435,230,1924,303,341,465,350,474
Text-386,Text,Reasoning,Diagnosis,Nervous,1006,143,1232,174,238,320,248,330
Text-387,Text,Understanding,Basic Science,Digestive,1232,172,1782,243,265,394,266,395
Text-388,Text,Reasoning,Treatment,Reproductive,1496,223,2039,301,348,477,361,491
Text-389,Text,Reasoning,Treatment,Cardiovascular,1249,174,1489,203,264,340,265,341
Text-390,Text,Reasoning,Diagnosis,Nervous,1312,226,1588,263,360,440,377,457
Text-391,Text,Understanding,Basic Science,Muscular,519,69,815,113,112,192,112,192
Text-392,Text,Reasoning,Treatment,Endocrine,1249,181,1731,250,327,461,342,477
Text-393,Text,Understanding,Basic Science,Cardiovascular,360,53,641,96,103,192,103,192
Text-394,Text,Reasoning,Diagnosis,Endocrine,1558,222,1919,264,431,550,448,567
Text-395,Text,Reasoning,Diagnosis,Digestive,1747,266,2181,334,347,444,348,445
Text-396,Text,Reasoning,Treatment,Endocrine,671,97,823,118,170,244,171,245
Text-397,Text,Understanding,Basic Science,Digestive,366,49,590,79,94,162,94,162
Text-398,Text,Reasoning,Diagnosis,Reproductive,1289,196,1823,283,260,375,261,376
Text-399,Text,Reasoning,Diagnosis,Nervous,1594,254,2357,385,321,473,322,474
Text-400,Text,Understanding,Diagnosis,Urinary,1129,172,1334,201,320,400,336,416
Text-401,Text,Understanding,Treatment,Nervous,1293,196,1618,251,256,337,257,338
Text-402,Text,Understanding,Diagnosis,Urinary,780,112,1066,149,225,326,233,334
Text-403,Text,Reasoning,Diagnosis,Muscular,1488,230,1973,296,355,474,368,487
Text-404,Text,Understanding,Diagnosis,Skeletal,260,57,376,95,116,193,136,232
Text-405,Text,Understanding,Treatment,Nervous,286,38,428,58,88,156,88,156
Text-406,Text,Understanding,Basic Science,Other / NA,746,130,887,169,198,271,199,272
Text-407,Text,Reasoning,Treatment,Skeletal,2192,383,2729,466,605,752,624,774
Text-408,Text,Reasoning,Treatment,Respiratory,912,135,1401,208,205,332,206,334
Text-409,Text,Reasoning,Diagnosis,Muscular,861,128,1085,156,193,258,194,259
Text-410,Text,Reasoning,Diagnosis,Cardiovascular,901,131,1160,167,222,289,227,294
Text-411,Text,Understanding,Treatment,Skeletal,841,116,1320,177,175,273,176,274
Text-412,Text,Reasoning,Treatment,Skeletal,1758,267,2749,421,387,627,388,628
Text-413,Text,Understanding,Basic Science,Reproductive,1038,151,1542,222,247,386,262,413
Text-414,Text,Reasoning,Diagnosis,Digestive,1505,226,2146,320,341,498,348,505
Text-415,Text,Reasoning,Treatment,Cardiovascular,1353,171,2230,280,320,544,327,553
Text-416,Text,Reasoning,Diagnosis,Skeletal,963,142,1283,188,211,301,212,302
Text-417,Text,Reasoning,Treatment,Endocrine,1443,233,1854,293,360,454,383,477
Text-418,Text,Reasoning,Diagnosis,Reproductive,1333,185,1805,248,311,423,325,439
Text-419,Text,Reasoning,Diagnosis,Digestive,1431,217,1799,274,319,403,331,415
Text-420,Text,Reasoning,Treatment,Skeletal,1406,221,2080,328,284,425,286,427
Text-421,Text,Reasoning,Diagnosis,Nervous,1389,209,1516,237,405,457,425,478
Text-422,Text,Reasoning,Diagnosis,Nervous,1415,221,1766,270,329,419,339,429
Text-423,Text,Understanding,Diagnosis,Digestive,1173,177,1462,218,261,344,264,347
Text-424,Text,Reasoning,Diagnosis,Reproductive,1071,167,1559,243,236,357,240,363
Text-425,Text,Understanding,Treatment,Digestive,959,141,1170,170,234,301,249,316
Text-426,Text,Reasoning,Treatment,Skeletal,779,103,1267,164,178,300,178,300
Text-427,Text,Reasoning,Diagnosis,Nervous,905,135,1128,168,227,304,237,314
Text-428,Text,Reasoning,Diagnosis,Skeletal,790,125,910,155,223,299,231,307
Text-429,Text,Reasoning,Diagnosis,Urinary,1305,202,1634,250,309,402,320,414
Text-430,Text,Reasoning,Diagnosis,Nervous,862,124,1017,145,216,285,222,291
Text-431,Text,Reasoning,Treatment,Respiratory,1054,150,1375,195,228,324,229,325
Text-432,Text,Reasoning,Diagnosis,Reproductive,1141,167,1452,208,265,353,276,366
Text-433,Text,Understanding,Treatment,Nervous,852,137,999,157,211,278,215,282
Text-434,Text,Reasoning,Diagnosis,Digestive,1127,166,1674,250,255,386,258,389
Text-435,Text,Reasoning,Diagnosis,Urinary,1073,147,1505,199,277,380,293,396
Text-436,Text,Reasoning,Treatment,Muscular,1231,190,1719,278,259,375,260,376
Text-437,Text,Reasoning,Basic Science,Urinary,734,120,1362,229,165,312,167,315
Text-438,Text,Reasoning,Diagnosis,Skeletal,891,134,1223,179,211,307,213,309
Text-439,Text,Reasoning,Diagnosis,Cardiovascular,1353,199,1731,249,297,375,305,383
Text-440,Text,Understanding,Basic Science,Respiratory,628,120,928,190,220,364,240,402
Text-441,Text,Reasoning,Treatment,Nervous,740,110,923,135,177,250,178,251
Text-442,Text,Reasoning,Treatment,Cardiovascular,1369,203,1791,265,358,488,377,509
Text-443,Text,Reasoning,Diagnosis,Endocrine,919,131,1305,178,214,299,224,309
Text-444,Text,Reasoning,Treatment,Digestive,1552,220,2150,297,367,500,385,518
Text-445,Text,Reasoning,Treatment,Nervous,1471,226,2027,315,316,430,317,431
Text-446,Text,Reasoning,Diagnosis,Muscular,1396,201,1730,247,317,407,328,420
Text-447,Text,Reasoning,Treatment,Urinary,1043,136,1478,188,251,365,252,366
Text-448,Text,Reasoning,Treatment,Skeletal,1343,225,1988,337,286,436,288,438
Text-449,Text,Reasoning,Diagnosis,Lymphatic,1441,202,2039,282,325,461,335,471
Text-450,Text,Understanding,Basic Science,Nervous,889,115,1229,156,174,253,174,253
Text-451,Text,Understanding,Treatment,Muscular,1057,171,1498,241,273,416,274,417
Text-452,Text,Understanding,Basic Science,Skeletal,1366,159,2561,297,355,681,355,681
Text-453,Text,Reasoning,Diagnosis,Integumentary,989,139,1250,170,273,377,283,387
Text-454,Text,Reasoning,Treatment,Nervous,1029,157,1250,190,238,312,247,321
Text-455,Text,Reasoning,Treatment,Reproductive,1016,142,1411,196,197,288,198,289
Text-456,Text,Reasoning,Treatment,Reproductive,1336,202,1799,271,320,442,328,454
Text-457,Text,Reasoning,Basic Science,Cardiovascular,1475,172,2234,252,306,486,306,486
Text-458,Text,Understanding,Treatment,Other / NA,1220,192,1399,214,341,421,356,437
Text-459,Text,Understanding,Basic Science,Endocrine,794,107,1013,135,186,254,188,256
Text-460,Text,Reasoning,Diagnosis,Muscular,1369,206,1624,240,332,419,343,431
Text-461,Text,Reasoning,Diagnosis,Endocrine,1219,192,1669,254,292,397,301,406
Text-462,Text,Reasoning,Basic Science,Skeletal,904,139,974,159,247,297,265,325
Text-463,Text,Understanding,Basic Science,Muscular,1013,151,1547,227,214,330,216,333
Text-464,Text,Understanding,Treatment,Muscular,1245,229,1847,351,322,513,324,515
Text-465,Text,Reasoning,Diagnosis,Lymphatic,955,136,1385,196,207,317,209,319
Text-466,Text,Reasoning,Treatment,Respiratory,1387,187,1833,242,326,440,336,450
Text-467,Text,Understanding,Basic Science,Muscular,1382,210,2299,357,279,467,281,470
Text-468,Text,Reasoning,Treatment,Respiratory,1400,214,1836,279,320,435,330,447
Text-469,Text,Reasoning,Diagnosis,Reproductive,1072,179,1265,207,361,432,385,456
Text-470,Text,Reasoning,Diagnosis,Digestive,811,115,1044,146,199,280,200,281
Text-471,Text,Reasoning,Diagnosis,Nervous,1537,206,1824,242,309,376,314,381
Text-472,Text,Understanding,Diagnosis,Skeletal,581,84,1041,150,116,210,116,210
Text-473,Text,Reasoning,Diagnosis,Cardiovascular,933,133,1280,185,246,347,255,356
Text-474,Text,Understanding,Treatment,Lymphatic,1212,198,2263,376,343,643,351,659
Text-475,Text,Reasoning,Treatment,Cardiovascular,1305,202,1703,255,312,418,325,431
Text-476,Text,Reasoning,Diagnosis,Cardiovascular,605,89,888,133,133,205,134,206
Text-477,Text,Reasoning,Diagnosis,Digestive,1147,177,1672,259,260,390,261,391
Text-478,Text,Reasoning,Basic Science,Digestive,1365,217,2372,386,307,538,309,541
Text-479,Text,Understanding,Basic Science,Nervous,515,83,883,145,137,250,138,252
Text-480,Text,Reasoning,Diagnosis,Skeletal,1705,292,2741,471,349,559,349,559
Text-481,Text,Reasoning,Treatment,Skeletal,1176,173,1509,214,282,372,289,379
Text-482,Text,Reasoning,Diagnosis,Endocrine,1144,161,1388,192,332,407,350,425
Text-483,Text,Understanding,Diagnosis,Cardiovascular,863,130,1188,179,215,310,218,313
Text-484,Text,Reasoning,Diagnosis,Skeletal,1230,189,1524,231,266,350,269,353
Text-485,Text,Understanding,Diagnosis,Nervous,396,53,650,87,112,200,112,200
Text-486,Text,Reasoning,Basic Science,Respiratory,1430,194,2103,281,341,517,350,526
Text-487,Text,Reasoning,Diagnosis,Digestive,1620,263,1961,304,453,555,473,575
Text-488,Text,Reasoning,Diagnosis,Digestive,927,134,1295,184,230,326,240,336
Text-489,Text,Understanding,Basic Science,Other / NA,1678,275,3187,524,318,606,318,606
Text-490,Text,Reasoning,Diagnosis,Lymphatic,505,73,705,103,232,403,232,403
Text-491,Text,Understanding,Treatment,Respiratory,548,76,964,133,132,240,134,244
Text-492,Text,Reasoning,Treatment,Endocrine,1433,258,1602,280,532,608,583,659
Text-493,Text,Reasoning,Treatment,Respiratory,855,127,1049,153,217,294,226,303
Text-494,Text,Reasoning,Diagnosis,Skeletal,1162,188,1527,242,354,450,367,463
Text-495,Text,Reasoning,Treatment,Reproductive,1104,151,1301,178,271,350,282,361
Text-496,Text,Reasoning,Treatment,Cardiovascular,993,149,1325,194,244,333,246,335
Text-497,Text,Reasoning,Treatment,Muscular,1392,235,1685,282,316,394,317,395
Text-498,Text,Understanding,Diagnosis,Reproductive,1155,173,1638,243,258,383,259,384
Text-499,Text,Reasoning,Basic Science,Muscular,939,135,1335,195,186,277,187,278
Text-500,Text,Reasoning,Diagnosis,Cardiovascular,1300,198,1684,249,325,433,333,441
Text-501,Text,Reasoning,Basic Science,Other / NA,444,75,527,95,141,212,158,241
Text-502,Text,Reasoning,Diagnosis,Nervous,1189,182,1469,224,284,364,295,375
Text-503,Text,Reasoning,Treatment,Cardiovascular,1309,175,1791,232,317,449,324,456
Text-504,Text,Reasoning,Treatment,Nervous,1170,173,1515,223,263,350,275,364
Text-505,Text,Understanding,Basic Science,Skeletal,381,65,544,98,94,147,94,147
Text-506,Text,Reasoning,Treatment,Muscular,2332,360,4117,636,509,914,510,915
Text-507,Text,Reasoning,Basic Science,Digestive,1107,178,1515,253,240,351,241,352
Text-508,Text,Reasoning,Basic Science,Other / NA,444,82,524,102,150,220,160,240
Text-509,Text,Reasoning,Basic Science,Skeletal,407,46,633,66,114,192,114,192
Text-510,Text,Reasoning,Diagnosis,Nervous,1157,183,1427,215,311,396,321,406
Text-511,Text,Reasoning,Diagnosis,Digestive,1163,165,1555,215,288,387,302,401
Text-512,Text,Reasoning,Diagnosis,Nervous,1260,208,1817,318,268,412,270,415
Text-513,Text,Understanding,Basic Science,Muscular,611,83,988,138,123,206,123,206
Text-514,Text,Reasoning,Basic Science,Skeletal,411,65,612,99,114,185,114,185
Text-515,Text,Understanding,Treatment,Cardiovascular,1113,174,1339,211,271,352,273,354
Text-516,Text,Reasoning,Basic Science,Muscular,1082,168,1715,265,240,388,240,388
Text-517,Text,Reasoning,Treatment,Other / NA,1579,255,2266,372,331,481,336,486
Text-518,Text,Reasoning,Treatment,Endocrine,1418,227,1818,281,396,512,411,527
Text-519,Text,Reasoning,Diagnosis,Digestive,1269,192,1527,233,311,384,327,400
Text-520,Text,Reasoning,Diagnosis,Skeletal,689,92,976,128,154,226,155,227
Text-521,Text,Reasoning,Diagnosis,Respiratory,1182,157,1431,187,285,378,290,383
Text-522,Text,Understanding,Treatment,Nervous,1105,150,1785,244,240,409,241,410
Text-523,Text,Understanding,Basic Science,Respiratory,995,142,1147,162,232,306,234,308
Text-524,Text,Reasoning,Diagnosis,Urinary,1409,232,2135,352,308,477,309,479
Text-525,Text,Reasoning,Diagnosis,Cardiovascular,1374,217,1765,276,313,407,329,423
Text-526,Text,Reasoning,Diagnosis,Other / NA,1394,221,2147,344,300,473,302,476
Text-527,Text,Reasoning,Diagnosis,Nervous,1012,151,1285,196,244,323,256,335
Text-528,Text,Reasoning,Basic Science,Respiratory,1178,161,1405,190,294,370,305,381
Text-529,Text,Reasoning,Diagnosis,Digestive,1694,259,2572,388,322,482,322,482
Text-530,Text,Understanding,Basic Science,Urinary,1133,159,1604,220,265,390,275,400
Text-531,Text,Reasoning,Diagnosis,Cardiovascular,1071,147,1398,193,235,308,244,317
Text-532,Text,Reasoning,Diagnosis,Other / NA,1137,174,1727,267,251,391,257,399
Text-533,Text,Reasoning,Diagnosis,Cardiovascular,1395,218,1725,263,412,500,430,518
Text-534,Text,Understanding,Basic Science,Skeletal,736,103,1286,183,172,311,172,311
Text-535,Text,Reasoning,Basic Science,Nervous,1250,183,1634,236,319,434,331,446
Text-536,Text,Reasoning,Diagnosis,Integumentary,1108,166,1359,203,252,328,260,336
Text-537,Text,Reasoning,Basic Science,Cardiovascular,557,79,885,129,117,195,117,195
