qid,file,body_system,question_type,medical_task,format,mode,width,height,area_px,aspect,filesize,is_gray,md5,phash
MM-977,MM-977-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,1500,2499,3748500,0.6002,663589,False,d8bcbbc7ca0dc805d14b2599086c0f48,af0f0f0f0b0306fe
MM-978,MM-978-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1278,1917000,1.1737,299242,True,742761b5e38ae2b8db4556264a51d6c0,9c2d6b91b11a98e7
MM-979,MM-979-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,640,300,192000,2.1333,54040,False,7388aa515a8f246e5c6899b97d68bd06,a2d21f46c70295ef
MM-979,MM-979-b.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,993,1024,1016832,0.9697,64493,True,9b2c498cd641d5d18ca77e7f85be6221,985d471e1e491d5d
MM-980,MM-980-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,467,361,168587,1.2936,32662,True,08ca278660345497c5f5e341cd03509e,829f689a3679d8e4
MM-981,MM-981-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1600,856,1369600,1.8692,509778,False,30119f3da577d6e60eea94e6271fb038,eed29aa5c4d3c285
MM-982,MM-982-a.jpeg,Nervous,Reasoning,Treatment,JPEG,RGB,1024,1024,1048576,1.0,53032,True,3eff60bd9cc026d4a32d3b23ec214e7c,c3632db43496729b
MM-983,MM-983-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,273,450,122850,0.6067,11375,True,6b4febafc8c9d4bc7762f1e95e16b53b,dac76169cd6bc061
MM-984,MM-984-a.jpeg,Integumentary,Understanding,Basic Science,JPEG,RGB,265,190,50350,1.3947,8200,False,100a60012858cfeb702714181389fc6a,d197a61a161d1bab
MM-985,MM-985-a.png,Cardiovascular,Reasoning,Treatment,PNG,RGBA,1509,784,1183056,1.9247,235510,False,2c145f510fd0fa9a70186cd5ab2a3375,ee5a93aac897c868
MM-986,MM-986-a.jpeg,Nervous,Understanding,Treatment,JPEG,RGB,640,962,615680,0.6653,71767,False,2277f09cb21793762072a3cf407efdc9,e9ee112a65ad48b3
MM-987,MM-987-a.jpeg,Muscular,Reasoning,Diagnosis,JPEG,RGB,659,450,296550,1.4644,16450,True,01e51b31c0299fa4aad8bcd6d43bb6c4,836178cf34c33cd3
MM-988,MM-988-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,500,480,240000,1.0417,184172,True,1422d8aa0c4868e439339a1a541a56dd,99666c49dbd8e0b4
MM-989,MM-989-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,500,335,167500,1.4925,17230,False,87cf3c2052e88508615996ab04131d3a,c3672c8c343276fc
MM-989,MM-989-b.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,477,300,143100,1.59,22441,True,72b8b4ee731a0c920978b4741b7d0963,c263389c6d6e6678
MM-990,MM-990-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,L,793,999,792207,0.7938,78561,True,efac818ae36808bda5f34e094613d1de,cd3224d3b8bcc798
MM-991,MM-991-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,1154,1499,1729846,0.7698,131416,False,6c674416023f2809af6727a3a0aa4a60,8a7a35a5c04b2f3d
MM-992,MM-992-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1332,999,1330668,1.3333,120046,True,2c007a915f6fde45996c74ea3c75bf12,c4c533303ecf694e
MM-993,MM-993-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1414,1000,1414000,1.414,62615,True,7ae93ea42fc710013ae5d77e9927e93a,e593936cc61acc6c
MM-994,MM-994-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,260,188,48880,1.383,12433,False,6de442c6e694c4d8102e702a13a7ccbe,91d98e8666397969
MM-995,MM-995-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,720,540,388800,1.3333,30770,False,5f1518b4507ae65db558754175d3eaf2,c760b4f84adac8b6
MM-995,MM-995-b.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,180,162,29160,1.1111,4531,False,81bbe949c5227411d81a2d7230da3605,c88e29459f6ac52f
MM-995,MM-995-c.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,593,380,225340,1.5605,15615,False,1ba13a8f758a0b876aeae226e6120f8e,fad75aa04a3e8661
MM-996,MM-996-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,542,450,243900,1.2044,24118,True,9f637a5ec4e133db18090b8aa5c35709,859e38d8877de087
MM-997,MM-997-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,188,214,40232,0.8785,8214,True,f1702a5cc46eab6782882f9e7b9ae40f,c51e29e03ea76ac6
MM-998,MM-998-a.jpeg,Endocrine,Understanding,Treatment,JPEG,RGB,1500,2214,3321000,0.6775,1340617,False,16947e45b283f39de6f75fbd94b5c7d9,ca6eaf4bb43d9090
MM-999,MM-999-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,857,350,299950,2.4486,87576,False,00d3498e1e523ada810310864e459fab,95b5e16b4b9212c7
MM-1000,MM-1000-a.jpeg,Reproductive,Understanding,Diagnosis,JPEG,RGB,1500,1197,1795500,1.2531,249795,True,34c3b8ab8ecdc8160de3fd8d58e842db,c9cb2434cde91376
MM-1001,MM-1001-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1338,658,880404,2.0334,784234,True,74cceeffc724ab929106ac04fc75e37c,ff8063e8d80d987c
MM-1001,MM-1001-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1192,612,729504,1.9477,544117,True,5400a38c5dab9594abb2566a6918c6ce,eac0c747b07fb038
MM-1001,MM-1001-c.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1190,602,716380,1.9767,526390,True,498a192f667f5e1abb1a7befd6e5bfff,c0cfa791b96993c4
MM-1001,MM-1001-d.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1098,562,617076,1.9537,465880,True,1dd12c6a1d036f3c7d30cd77e173b05c,c0c376d6e924d47c
MM-1001,MM-1001-e.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1202,610,733220,1.9705,524960,True,42cfd816ac6760682aee24c48c28338f,ee428749b347b41d
MM-1002,MM-1002-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,835,207,172845,4.0338,37007,False,a846179f112d247569f254152e54a7ba,eac2a6a659d9a722
MM-1003,MM-1003-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1042,999,1040958,1.043,91964,True,f8b6244159b611b1ce8b8c1e1421f9a3,99ef8713071e151d
MM-1004,MM-1004-a.png,Digestive,Reasoning,Basic Science,PNG,P,270,62,16740,4.3548,3706,False,fe42768344015ab0471fb657a7aa9710,9ee3e11e191dc11d
MM-1005,MM-1005-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,1016,1524000,1.4764,216811,False,26e4d8f94de344094356c8637174b2e6,962e399dd013dac3
MM-1006,MM-1006-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,610,430,262300,1.4186,68320,False,e3af81ef4498fc2590e8cfa39782a445,856f28b47865d7c8
MM-1007,MM-1007-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,246,242,59532,1.0165,6449,True,721c18dcdf2f1225fa3101cf27f2b2ff,c0d0b56e314e7ada
MM-1007,MM-1007-b.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,255,242,61710,1.0537,6824,True,b917ea1645809eb87a2db50748b6b101,819b61f66f087655
MM-1008,MM-1008-a.JPG,Respiratory,Reasoning,Basic Science,JPEG,RGB,450,130,58500,3.4615,27789,True,841001e2593d4bdeb1dab78ed8711b45,80d57f94eb966b80
MM-1009,MM-1009-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,1500,998,1497000,1.503,420172,False,34591e4d8790c95d88d9fb7fee5ecc63,87f09b7dc51b608c
MM-1010,MM-1010-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,412,582,239784,0.7079,33345,False,54ab72917ab725ff9a60aff43bb5d7fe,95d0a9545a855f4f
MM-1011,MM-1011-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,990,1485000,1.5152,854781,False,9409a59d8be1777668ede28039eb9f80,8f9c646c1b6a9167
MM-1012,MM-1012-a.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,482,500,241000,0.964,157283,True,ee386d45d270c376f03dd7fba9359629,c92dfb4c124972ab
MM-1012,MM-1012-b.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,500,408,204000,1.2255,180509,True,3830e24bc3fdea7bf32d775a193dd6bd,9bcad199c693991c
MM-1013,MM-1013-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,1500,944,1416000,1.589,214646,False,45fa09904d96bcf0c7069b0a79418ba8,842be44a82f0bb7f
MM-1014,MM-1014-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,821,281,230701,2.9217,23758,True,303c603dff27579a497697f429390859,827f7f7f77028080
MM-1015,MM-1015-a.jpeg,Urinary,Reasoning,Basic Science,JPEG,RGB,604,432,260928,1.3981,33122,True,4b864959e96acd278f69a6e621b63938,90666f99b4c76532
MM-1016,MM-1016-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,L,308,636,195888,0.4843,17753,True,90719ab3b0595ed812d2ba4e5f9eb1cc,ce71c964c324c73e
MM-1016,MM-1016-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,634,266,168644,2.3835,28590,True,66aea27acc12c93f6cb9fec70f25a805,d6c640632fc31f33
MM-1017,MM-1017-a.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,337,395,133115,0.8532,110795,True,2e2af85fc97f9c3b17bf635e5232c1de,8a3475e61a74e969
MM-1017,MM-1017-b.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,338,391,132158,0.8645,125206,True,0de6721a138ab04fd311e3c55cb43532,d06de51ab1c32b1d
MM-1017,MM-1017-c.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,542,313,169646,1.7316,218200,False,8d0b9e3032f19be43e51a7e97b0a065a,e4c792309333db71
MM-1018,MM-1018-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,2566,3849000,0.5846,1512382,False,7d2860327f759748f0e918c8133fa2cc,aaa0c3fdc6dcb089
MM-1019,MM-1019-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1282,1923000,1.17,637893,False,07ad68003afdc2e315e4b32e6da92e30,ce5a15b4c1ebc296
MM-1020,MM-1020-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1005,1507500,1.4925,401598,False,f70bd5720098b16a43acdcf4e6ddc8e0,882b969e4bc36dc9
MM-1021,MM-1021-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,L,748,661,494428,1.1316,70027,True,5643ba53529dd7b20c9a88d7052d9d01,d82d8796831ebe58
MM-1022,MM-1022-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,423,630,266490,0.6714,27518,True,2cf4162b390524251358a5d8881178b3,9578a91e3a5c629d
MM-1023,MM-1023-a.png,Cardiovascular,Reasoning,Basic Science,PNG,RGB,954,631,601974,1.5119,35637,True,d5dd4f6cfbf7542e1cfa9dc4884de175,c88bb38b378b15aa
MM-1024,MM-1024-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1809,2713500,0.8292,324961,True,f45cc5ffeeecde80065fba5dc6d20c2f,9b79871a9ac67a90
MM-1025,MM-1025-a.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,805,534,429870,1.5075,125556,False,e3396d5a97048319839a60cc09612103,e8e8ea8387859597
MM-1025,MM-1025-b.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,1500,1000,1500000,1.5,207386,False,8293c222c083c6ad3d6b7d7258979799,afa9b931e280f645
MM-1025,MM-1025-c.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,800,533,426400,1.5009,177639,False,f70d3a91ee19a3cfc549c541d935a262,bdf2817b9402dae1
MM-1025,MM-1025-d.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,504,331,166824,1.5227,104213,False,4120a1da1937c7767997996171ece3c4,eeedede8c9098111
MM-1025,MM-1025-e.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,1499,1129,1692371,1.3277,412899,False,253e12c658c559833c5cedc7d63a7600,89efc4fc8610b11f
MM-1026,MM-1026-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1280,702,898560,1.8234,260010,False,f8eeb627cc305c29781b2aca39f6bd4f,f5895ac51ae51ae4
MM-1026,MM-1026-b.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1500,759,1138500,1.9763,272507,True,88f8411685ce70a2d0c22536187b93b4,ddda01ea03af47c1
MM-1027,MM-1027-a.png,Digestive,Reasoning,Diagnosis,PNG,RGB,1024,984,1007616,1.0407,530047,True,cf433958b1eb7c4938195628e953ee56,d04fe39a39c12c79
MM-1028,MM-1028-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,638,616,393008,1.0357,37813,True,113d0aa78d73d12a07df638783fef659,997945961e4b4f1c
MM-1029,MM-1029-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,L,1206,1000,1206000,1.206,93528,True,445cda620389ce7acc9477c6c6c01624,d56e025fab1d2d06
MM-1030,MM-1030-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,565,224,126560,2.5223,21700,True,a54f33ddab0ad7d1a7099e4d52434e36,af8cd0732bace44a
MM-1031,MM-1031-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,960,720,691200,1.3333,37387,False,0594db7fbc9f769623809a6d0da5c256,b07487ab5e8b3166
MM-1031,MM-1031-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,L,548,290,158920,1.8897,38085,True,821560e3992a3e78aa54b4aa5f8beecf,ab91cdcea4321f0b
MM-1031,MM-1031-c.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,472,242,114224,1.9504,13802,True,eddbfedda749046e94071b105ebbb09a,b3e13b1ccc6e8662
MM-1031,MM-1031-d.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,493,276,136068,1.7862,19606,True,0b85d932cec4aa5174ee29aaed1b57a3,bbb12b1bcc4ecc84
MM-1031,MM-1031-e.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,438,230,100740,1.9043,11449,True,861210cc5c30fc7e828fe9546dd8c4a9,b393e118c46c9ee5
MM-1031,MM-1031-f.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,526,286,150436,1.8392,35733,True,780269413b06474f9bcdb2618ae57cd2,b8b1dccce432198f
MM-1032,MM-1032-a.png,Nervous,Reasoning,Diagnosis,PNG,RGBA,512,442,226304,1.1584,178345,True,d033c8e6de18bb28d47cda2b43277670,d506551e7b0f7a28
MM-1033,MM-1033-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1500,717,1075500,2.0921,298557,False,6bf88bc3c1d9139679132d26825aff46,e15a5afd1e4e2614
MM-1034,MM-1034-a.png,Respiratory,Reasoning,Basic Science,PNG,P,253,57,14421,4.4386,4739,False,548adb91d0e130e5f811fa57972762e4,de61e31e191ee115
MM-1035,MM-1035-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1200,589,706800,2.0374,171750,False,fb18ca99a542c5da04696b895608bc6f,e71ada47d81ce914
MM-1035,MM-1035-b.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1500,718,1077000,2.0891,227850,False,53b3268d458ef5d24bdb6604b07d6abd,9495f0cb6cc14fd2
MM-1036,MM-1036-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,800,895,716000,0.8939,74307,True,06093a9467183ecad3deaed4e8ae3b91,d03e2fe569c32496
MM-1037,MM-1037-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,183,275,50325,0.6655,4064,False,4617fd4b401b9b1119de6ff6fbb6cd0c,d3a95ced0342ac9e
MM-1038,MM-1038-a.png,Cardiovascular,Reasoning,Basic Science,PNG,P,480,704,337920,0.6818,89948,False,2d666288ed21df6228ba2502c969e2bd,b63c9bc3cc8c9163
MM-1039,MM-1039-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,511,499,254989,1.024,24596,True,416c82b745b75eebcb46f7647e652a95,afee9344c49be430
MM-1040,MM-1040-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1658,2487000,0.9047,507362,False,ecff078d979b4409c0c8125634d16585,8ff32184949fc26b
MM-1041,MM-1041-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1234,589,726826,2.0951,235884,True,64db20543b0fb78d38ae4cbbe0b9892e,8535d2b7ca35c075
MM-1042,MM-1042-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,502,520,261040,0.9654,27273,True,98cc9f4aeae51e6a50393ebd1e9f9201,95cd6a9e2d317063
MM-1043,MM-1043-a.png,Digestive,Reasoning,Basic Science,PNG,P,602,324,195048,1.858,27469,False,d89591ed6a82223eee4d31a9b886a2cc,bc7e667e471c0191
MM-1044,MM-1044-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,525,307,161175,1.7101,52548,True,416db9581a500021b503652e31c909c0,e11f1ce61e290ee3
MM-1045,MM-1045-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,306,440,134640,0.6955,113973,True,a0ae336e7074a4ebacd5a20d9875a455,87a9bc5eb80ee846
MM-1045,MM-1045-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,283,438,123954,0.6461,40792,True,8a77a2954129902e1cfeeadb6c0ca135,9ea3115f2ea46666
MM-1046,MM-1046-a.jpeg,Endocrine,Reasoning,Basic Science,JPEG,RGB,775,302,234050,2.5662,29681,True,cb8c7f586bfd87cb2dea7d6b12f0cbd0,837f7f6fc0c0e880
MM-1047,MM-1047-a.jpeg,Reproductive,Understanding,Diagnosis,JPEG,RGB,1500,1479,2218500,1.0142,1055038,False,d55864ecf166aec790488a028770823c,da95690bb5ca36c8
MM-1048,MM-1048-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,L,1600,807,1291200,1.9827,395336,True,d65657b253070e676b75427970a55a28,ea426cef842b9393
MM-1049,MM-1049-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,250,254,63500,0.9843,79209,True,a39903594ee3348c9176c379918ba484,d708c8671789671f
MM-1050,MM-1050-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,821,1024,840704,0.8018,79605,True,6789e7c3f8ca65e2ec0c577cb2114b13,bc07717615f81fa0
MM-1050,MM-1050-b.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,758,179,135682,4.2346,18213,True,6a9156ad69069fa203a5574432749bfd,c03f7f5d364918a2
MM-1051,MM-1051-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,832,749,623168,1.1108,106731,True,6066bbed486688d55080af7e3aa05e40,d08bbc4c3339de43
MM-1052,MM-1052-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,504,330,166320,1.5273,132880,False,e3bff39ba1201ba2c7e1875b97735e59,d2545c7f113c3935
MM-1053,MM-1053-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,1401,1000,1401000,1.401,134116,False,9f935da2a56b530da09628b27bf828dd,aaf07269ce1598f4
MM-1054,MM-1054-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,326,212,69112,1.5377,17965,False,12ae0602ab71f20df76af82ba1976671,d00326de63ebab58
MM-1055,MM-1055-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1906,2859000,0.787,1458132,False,ef77ac7ccd4ef0eb94cd78aa8665591c,fde0b09a5858a8dd
MM-1056,MM-1056-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,270,215,58050,1.2558,9611,False,bf90a9a835176f931ce0ef7354547a31,d7d7e06864f07b80
MM-1056,MM-1056-b.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,273,203,55419,1.3448,8988,True,57b46438b39cce314d07c7ce207b994a,c7d7d03070f17dc0
MM-1056,MM-1056-c.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,271,206,55826,1.3155,10000,False,c780fcf169e7b87d2cb802a0ce8e9c6a,c3df746470d23ac1
MM-1056,MM-1056-d.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,280,209,58520,1.3397,9511,True,12727c2ee34df073bb860e9e499b063b,d7d7d13070e46ce0
MM-1057,MM-1057-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,522,114,59508,4.5789,17503,False,4f376fc55d62d29f889da3dc46ca938e,8890ef3ad2ed1bc4
MM-1058,MM-1058-a.jpeg,Respiratory,Reasoning,Basic Science,JPEG,RGB,179,177,31683,1.0113,3828,True,9ec668d239df4dcd4c16393f52c9ca37,c56c66c30bcbc749
MM-1059,MM-1059-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,332,121,40172,2.7438,6919,False,ceb8ce0774ca55aee21e9c00e113643e,b3cc8c39b033dc33
MM-1060,MM-1060-a.jpeg,Digestive,Reasoning,Treatment,JPEG,RGB,1500,475,712500,3.1579,141052,True,c4ce61b39db112f1b07899c98a6205f4,811e13e23e5eb663
MM-1061,MM-1061-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,603,497,299691,1.2133,50040,True,e5d0e0a55e7bf6f80bb5532acb0b37bf,841d73ec23266dea
MM-1061,MM-1061-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1000,890,890000,1.1236,76029,True,aeeb14dd7d1598e783f8edb4087ca16b,8fc73183d338e6a2
MM-1062,MM-1062-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,476,428,203728,1.1121,12020,True,9997a6e0bde2977199044eb3499b9e8c,9861871ec31ed25f
MM-1062,MM-1062-b.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,468,452,211536,1.0354,12306,True,2ec946044c7fe1ec055453c13095e7fa,95d4c23ac875c71e
MM-1063,MM-1063-a.jpeg,Endocrine,Reasoning,Basic Science,JPEG,RGB,608,342,207936,1.7778,16701,True,f6bcd5e667bb800857c26325aa4cf666,8bf1d49272f114b6
MM-1064,MM-1064-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,L,670,999,669330,0.6707,56274,True,2abcde0e0c91ea14e18570259409808c,8a3ea84beb4a6e4a
MM-1065,MM-1065-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,514,571,293494,0.9002,14847,True,36b092a820bfa62c9cfa000515d0095e,986de51e4bd81ae1
MM-1066,MM-1066-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,221,246,54366,0.8984,5089,True,bfc3c371e1baacf1356b7657f9b9610e,9978d40ad71e514f
MM-1067,MM-1067-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,906,618,559908,1.466,50798,False,155fac1c5a60dad2baae1653539f6bf1,93e3bc20738c8b75
MM-1068,MM-1068-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,333,350,116550,0.9514,14808,True,14ba05988b58a1b28cf3f73b65003153,c4702f03cc3f6d3c
MM-1068,MM-1068-b.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,322,350,112700,0.92,11004,True,3d6ebd5b83af48b63100284f4f2a9931,d15b4be52c2d6592
MM-1069,MM-1069-a.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,567,450,255150,1.26,29250,True,2e92c459cee138fa2a7e67a97a8febac,8c163ff8b31f4078
MM-1069,MM-1069-b.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,452,450,203400,1.0044,18379,True,fc252d67df3c15f1cf3153517514bbbc,a8951f5d725a5272
MM-1069,MM-1069-c.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,454,450,204300,1.0089,18904,True,55e6fe36cb178fe5ee64d70cd0d0e88a,849c91dc5f3a6a6a
MM-1070,MM-1070-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1354,999,1352646,1.3554,140621,True,20fac9353080857b01b1a2b08ccd3efe,a4f36f8853e69825
MM-1071,MM-1071-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1600,883,1412800,1.812,443438,False,490be6ae7935673408b74f905a588f94,802e6d7d307357d4
MM-1072,MM-1072-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,1024,1027,1051648,0.9971,127162,True,e12ce3d65e9862efaa08db0227745096,987f431e0e8e1e8e
MM-1073,MM-1073-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,322,442,142324,0.7285,116273,True,67d29bd16e446579547184851cd52431,cbc3c8cd2e346963
MM-1073,MM-1073-b.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,400,384,153600,1.0417,72693,True,b6d5a3d96fe413aacff9c36eb90742e2,caf13a9d4a25562b
MM-1074,MM-1074-a.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,269,201,54069,1.3383,45349,True,4466301586822f6c30e337045f227f33,fc65961b831e051f
MM-1074,MM-1074-b.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,222,275,61050,0.8073,47467,True,6d85c67c8e6b703245b733c4497bf695,c715954e9e71d868
MM-1074,MM-1074-c.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,495,348,172260,1.4224,48452,True,293f363b2e1c9b093c16a5e487655249,9a136564c49cf34f
MM-1075,MM-1075-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,1246,1000,1246000,1.246,63923,True,1199568ac0fbdbcda7a9db7e9b24f994,ea968789da1ac969
MM-1076,MM-1076-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,450,500,225000,0.9,123322,True,2ed43c01ca8e16060a876ae4b2204e3b,c0c0e072eb75ba9d
MM-1077,MM-1077-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,500,417,208500,1.199,82647,True,d0520c5097b8c9aa2594a2585fa1ba56,9168061a5f5f3a1f
MM-1078,MM-1078-a.jpeg,Respiratory,Understanding,Basic Science,JPEG,RGB,253,210,53130,1.2048,6928,True,433b510bc5ed18a3b171ebb4a555576c,8f6cb093f019f41e
MM-1078,MM-1078-b.jpeg,Respiratory,Understanding,Basic Science,JPEG,RGB,262,176,46112,1.4886,14492,False,1ccbb950e1b157a8fee96bd8fb42d3c9,801cef2e29a9cf66
MM-1079,MM-1079-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,1365,2047500,1.0989,215495,True,54ab47ec74422ec8af8cd9266683bdaf,8d6c9682cb9f86c3
MM-1080,MM-1080-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1200,627,752400,1.9139,136572,True,768d13265b621bc910ba5bcd9b1c3ca2,ecdc87223da552c5
MM-1081,MM-1081-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,473,473,223729,1.0,31348,True,151c20e0c8c014f060625f756b17db9e,c007173c9e7cde70
MM-1082,MM-1082-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,851,1081,919931,0.7872,133166,False,3f26000a0aca2c8be02a0d0cba89a0b2,ea97856e96389a25
